address,total_net_pnl_usd,num_tokens,win_tokens,loss_tokens,win_rate,best_timeframe,tf_win_rate
0x2bafbb6ffc55a2bdca5d73bb6594b284c095f66e,-0.03,2,0,2,0.00,daily,0.00
0xf364d4e63086d4efc7769c62651a7923b468b72b,-0.03,1,0,1,0.00,daily,0.30
0x883c289010d1fdcfd07a208b6e83d6bb4f3c41a7,-0.03,1,0,1,0.00,daily,0.40
0xa558b1bea922db476338fd37a5b6f2f5fe291b44,-0.03,1,0,1,0.00,daily,0.00
0x2d7eed2c973c9df7568e53854da98a355d37c364,-0.03,1,0,1,0.00,-,-
0x0ea6549c1718a1ea5a3672e6e7649cfc9a6eada8,-0.03,1,0,1,0.00,-,-
0xf90b53f9f7e5c0df98eb75b20db77132ecf9d63b,-0.03,1,0,1,0.00,-,-
0x18dd83fc260e15713f076451a4b25c322f266bf2,-0.03,2,1,1,0.50,-,-
0x7a3cefe981028d247ce5631f36c4819b54e64b61,-0.03,1,0,1,0.00,-,-
0x445cc47451fff93c8201e8b0a3604c9c0c7b78bc,-0.03,1,0,1,0.00,daily,0.37
0x4ceb61c6c43f0948472ed4ed3a3b23fa178bd9d9,-0.03,1,0,1,0.00,-,-
0xe139cd8033c002ef7b18c5d131164d33c1f284b4,-0.03,1,0,1,0.00,hourly,0.25
0x718d2281d88477f1f011f0092c6fd8ca4c1d2b46,-0.03,1,0,1,0.00,daily,0.18
0x8a83201a51ffd01bb6dd03013d3a88feafcc66b9,-0.03,1,0,1,0.00,-,-
0x77f9ca8f46ab2ccd34a1825e28b3f226a15be95d,-0.03,1,0,1,0.00,-,-
0x1760a886c2fd9d0cb5a9fe9ba52048189c9e76fa,-0.03,1,0,1,0.00,-,-
0x25b3313e2ac9721b982d21cef9371ff1a73e9d29,-0.04,1,0,1,0.00,-,-
0xcf67fe9931c7cd04adbf4a067b1682fbd637fc18,-0.04,1,0,1,0.00,-,-
0x4caee221267f30efdc751bbca7fdb7ffef10c482,-0.04,2,0,2,0.00,hourly,0.41
0x96e95ffd29d1d82a7bfa39f0130c9089a75fd630,-0.04,2,0,2,0.00,-,-
0x3bf30f5f94c2ce2173af7b1e3f5f6912f9ca8f91,-0.04,2,0,2,0.00,-,-
0x8a4f08c474b3a044f59914b99bdc57452829c532,-0.04,4,0,4,0.00,-,-
0x60fc80c41e2b2b215506d2e47215aceb03a5a72f,-0.04,1,0,1,0.00,-,-
0x4fea1f8f10940f33bcd61fddd79dfea88a65d383,-0.04,1,0,1,0.00,-,-
0x6f744ffd7ae68ad2a53ca4283414c4a19345a597,-0.04,1,0,1,0.00,-,-
0x1421c6015d7fd594051aadf78e38440b28d251d1,-0.04,1,0,1,0.00,-,-
0xab41e36cc4c7c0db9cb191e61f79b64ed01ee10d,-0.04,1,0,1,0.00,-,-
0xf0acc505d85f9c520fef51017bb5f0a4f63780c0,-0.04,12,0,3,0.00,daily,0.00
0xf6a04913e27d2a1f0667009f0fbfd76676482212,-0.04,1,0,1,0.00,-,-
0x93d5d2549f9374b4494b1e2761a6180e319d9813,-0.04,1,0,1,0.00,-,-
0xdbe1d397f88ee2382753c9f6c4819a176c6d608d,-0.04,1,0,1,0.00,hourly,0.23
0xf4411f84cad51884b87a5fe4ecee1980858a7850,-0.04,4,0,1,0.00,-,-
0x619f92f1158b95f307442ff33906b9688c5d9714,-0.04,1,0,1,0.00,-,-
0xa2956b1edce564aa203c3b2d24da7d7c300998bc,-0.04,2,0,2,0.00,-,-
0x96f156a7750ee6fb41ae73f7687cece37086b6d8,-0.04,1,0,1,0.00,-,-
0x724984f97f2b78e71cb8b364d4ee522512329c6c,-0.04,1,0,1,0.00,-,-
0x627625f08172a89ede316a42aa395c55f094b155,-0.04,2,0,2,0.00,-,-
0x714f24de1fe68ea123ef0d41e9cb5b950855f43e,-0.04,1,0,1,0.00,-,-
0x8e1b7a2023d75fd0fc81e03558ae2c3e3bba94b2,-0.04,1,0,1,0.00,-,-
0x2e1eee7dc147cf341743ad7d5f974a173b14d494,-0.04,1,0,1,0.00,-,-
0x7ce13eb9563f32400e7084b8ab00185d9817f30a,-0.04,1,0,1,0.00,-,-
0x4993b913f2827da2356aac1ceea1a33cbfe32511,-0.05,5,0,5,0.00,daily,0.40
0xe782dd65e59a20399d6fbf20497235794fad66a8,-0.05,1,0,1,0.00,hourly,0.70
0xaf151085b3bbf0e6498345f2bc7901317c3a2f3d,-0.05,1,0,1,0.00,-,-
0xa596d3010331d4c5e3d94e4d06dc61a22a64ce69,-0.05,1,0,1,0.00,-,-
0x2dd539f4663b883413e06f0a16a57025ad6d19b9,-0.05,2,0,2,0.00,15min,0.14
0xd3f6afeccb3df826e40dab5575ce8f257c24a2a3,-0.05,1,0,1,0.00,-,-
0x610970adef9a515ad34e9176faec73093aedb0c0,-0.05,1,0,1,0.00,daily,0.40
0xb97233cf5c589bdf687f31e331f65ca5e179a571,-0.05,1,0,1,0.00,-,-
0x5520aab25b936c59c03ed050fe92bedd4aeccfac,-0.05,1,0,1,0.00,-,-
0x33cb6c793cd5ab4213a488d2ca55fcf153fa012d,-0.05,1,0,1,0.00,-,-
0xd164d980eb593a1fdbce6c8abf29111aca44f17b,-0.05,1,0,1,0.00,-,-
0x0cf2fdc25734fc9980fe01a96aea45d8d04d6373,-0.05,1,0,1,0.00,-,-
0xbec3416e163ea98edb8971c6b57b4ce1677a22b6,-0.05,1,0,1,0.00,-,-
0x5db5e98a4243172c92a38d9a60b1d4c8f6a61089,-0.05,1,0,1,0.00,-,-
0x1c46070adc78e0dc5eeb5fac090c19a44c85d925,-0.05,1,0,1,0.00,-,-
0xf18ebc6d8644adf77532db52efa6c0570e5fd648,-0.05,1,0,1,0.00,-,-
0xe56af7b2a8f022750b9f59e205e3009e6e9f9ef1,-0.05,1,0,1,0.00,-,-
0x7f0286e96524108c90b3e6cc95e4099576e212f5,-0.05,1,0,1,0.00,-,-
0xc861cb0f7a83cdabb821bf3b8c625341ea407d72,-0.06,1,0,1,0.00,15min,0.29
0xa825a7f3c90157272474303d9cd8e94e0c572ef0,-0.06,5,0,5,0.00,daily,0.10
0x7ffaa005500dcd6af3919af5c0e1cad8e01a1e06,-0.06,1,0,1,0.00,-,-
0x3bb59ddb9043d40aef6a38bb4df85f74a5ac899b,-0.06,7,0,6,0.00,-,-
0x3d5f0c8a9dfba2a85a530615ff2c37b41c387e6f,-0.06,1,0,1,0.00,-,-
0xa6a3ded9bb36ea31f7fa290f414b2d38c3cf4a83,-0.06,6,0,2,0.00,daily,0.20
0xcc0f455200f05c03e5b06205d6e28b0c064e0cd1,-0.06,2,0,2,0.00,-,-
0xa12c016fa12bcccbc724e4f85a2cb769e1fd6570,-0.06,1,0,1,0.00,15min,0.38
0x7f8980c94cf0c89555bacc992fd08319b17ef3ea,-0.06,1,0,1,0.00,-,-
0x7711914c02091c88003221a3bceff60db9d6b086,-0.06,1,0,1,0.00,-,-
0xdd429f71898a313347a8de1cc36dc42961109588,-0.06,1,0,1,0.00,-,-
0xfbb57eba8402b3e0c167c22d3ba1266539622b6a,-0.06,1,0,1,0.00,-,-
0x1a17514b0e68d6054cdba279f6f47107e3a738b0,-0.06,1,0,1,0.00,-,-
0xeed81ddf4ed538642cf7de61296293d288f1996d,-0.06,1,0,1,0.00,-,-
0xe367fc261b8b8308f27a4572b911cfa51d2012ec,-0.06,5,0,2,0.00,daily,0.30
0x685bf4aa0a00579bd9a117f433005f0ee06ebcd3,-0.06,1,0,1,0.00,-,-
0xc60f0e1cccb588f7e4b0803f274f7e94f6ac9ea3,-0.06,1,0,1,0.00,daily,0.00
0x5a07646d110c1b520ab113a0a871170990179c87,-0.06,1,0,1,0.00,daily,0.10
0xd18bb6778741dc73348a108cca399f688947876d,-0.06,1,0,1,0.00,-,-
0x7ada6c907ae01da69ca9b9dd750eaccde06db8a0,-0.07,1,0,1,0.00,-,-
0x564cac864a89692ee051628de6a06e949202f4a7,-0.07,7,0,7,0.00,-,-
0xf0e49138b7a9ee48250c3f47d30fa349f000517e,-0.07,1,0,1,0.00,-,-
0xb53cca819a34478efc32190384d7d2bd5301c76e,-0.07,1,0,1,0.00,-,-
0x4116d7959ad025485e9bde797d49762bf99e555a,-0.07,1,0,1,0.00,daily,0.28
0xa421bc73b5f6f02a3642bb88612fc11c76faca56,-0.07,1,0,1,0.00,-,-
0xedb84155355c4514ef85edc5f88364a37b01778c,-0.07,1,0,1,0.00,-,-
0xd6689d6d43749e65dc8bd6154da5b67301cc376c,-0.07,4,0,4,0.00,-,-
0x888bc751899f62dbb244a2cad605cc9fd3815847,-0.07,1,0,1,0.00,-,-
0x8deb06b666eac01ffda6bdbb940e06ecb734d435,-0.07,1,0,1,0.00,-,-
0x8df8ce81033a57a91b6980a707d94b1f2a10a552,-0.07,2,0,2,0.00,-,-
0x25ab9a9c9b95d92c6e9257860ea5254c9d4ec464,-0.07,1,0,1,0.00,-,-
0xac27ae3e2f3b551032be5e6d51bd451bb50c18e7,-0.07,2,0,2,0.00,daily,0.27
0x013341413c6aa19ad92a6fdde1d6654bbe3264bc,-0.07,1,0,1,0.00,daily,0.28
0xae7fa59b3cb567c55af99b9a398dd4d50f3065a2,-0.08,2,0,2,0.00,15min,0.50
0x3f4bab51c0894611045d5faa7cc9605b3b45f574,-0.08,1,0,1,0.00,-,-
0x9f8cd6f5bd3fbdb49cbc645ff9b527d6f3342157,-0.08,8,0,5,0.00,daily,0.00
0xb7880ed4575176d15ea0a8e17f93f39c71a0ce54,-0.08,1,0,1,0.00,-,-
0x86f22e87c2b73e68035bd6e0e7fdcee0e1270546,-0.08,4,1,2,0.25,daily,0.42
0x10229bee901be0f48a376c80fe18ba37646f5842,-0.08,1,0,1,0.00,hourly,0.59
0x64746a4d3da7b3994f0c06365729d9a8a71f7ab8,-0.08,1,0,1,0.00,-,-
0x06a9865f05e5f379840e6df4feadc98892571a49,-0.08,2,0,2,0.00,-,-
0x88b2457c4b57ca3a54d25093580a8464bf937917,-0.09,1,0,1,0.00,daily,0.88
0x0a1183bcebad4f56794b3b171187f763ebbad776,-0.09,3,0,3,0.00,daily,0.14
0xbdb489039002dbff5c42a5d32c2a381885f5db91,-0.09,1,0,1,0.00,-,-
0xf4923184eda28fb77c80184ce0d9ab3c984829c2,-0.09,1,0,1,0.00,-,-
0xad152958df617d393ec932b3ecbbb5c53492451b,-0.09,1,0,1,0.00,-,-
0x8548f0fae7636fc17ca6bb2cbae39cbd4fbce4c1,-0.09,2,0,2,0.00,-,-
0xd5114a20b6e5f5f3dab4efa234b5d7ecccf627db,-0.09,3,0,3,0.00,daily,0.35
0xf8f7938670e2677eaaf4ce3726dc1c66558b93a4,-0.09,1,0,1,0.00,-,-
0x61c601784ad0e623effe00339ee03608bb4d2e9f,-0.09,1,0,1,0.00,-,-
0xd46e0224ef22d134d51cf05f3bcfc85691dd214b,-0.09,1,0,1,0.00,-,-
0xe361500f7644245559c48a3199f6d8ca7cf7bf48,-0.09,1,0,1,0.00,-,-
0x9110fc0fa5174878d104ed0f4693e31ab2f4ed7a,-0.09,1,0,1,0.00,15min,0.75
0x54cbc3581dbec8c5da18f9753ad30b67c338badd,-0.10,1,0,1,0.00,daily,0.83
0x529c6fd89435fda917dfafaa197b537657cb1809,-0.10,1,0,1,0.00,-,-
0xce0e6677f036ed20adb7d11205c0b8e87854fb2e,-0.10,1,0,1,0.00,-,-
0x4bedb242b6d41e8eaa7a44596ac24b6459ef7574,-0.10,1,0,1,0.00,-,-
0xddc49db3313ba847ad2d1b5910a1f4765520413d,-0.10,1,0,1,0.00,daily,0.17
0x96f8e4e985756ee5d20cc616a81cfbb3e3eb2560,-0.10,1,0,1,0.00,daily,0.36
0x4ecf05087f71c5981c2f8b92c66472cd5b7bd57d,-0.10,1,0,1,0.00,-,-
0x2c7f021157d3a95a95cf935177ef0275a5b40873,-0.10,1,0,1,0.00,-,-
0xd732e08dd5860a52d2ffde87ab91bf36188e0fd0,-0.10,1,0,1,0.00,-,-
0x33f325ae0a1886f338fc2371e02b2fefd1eed80a,-0.10,1,0,1,0.00,-,-
0xf5f2dec32f980476f0dc05e2e58e4aaf82f23858,-0.10,1,0,1,0.00,-,-
0xefc8338cf668d14142c0590e3c3ad27cadca9b84,-0.10,3,0,3,0.00,15min,0.12
0xaa05c7202b8db7cd0ecee84cbd1962f327c669e3,-0.10,1,0,1,0.00,-,-
0xdb12599faa2baeeb0d5ff5c1d1c5f9d613183f2f,-0.10,1,0,1,0.00,-,-
0xe6f25f2fc4b696e2e152ad1d7e4c919a6fc41f1b,-0.10,1,0,1,0.00,-,-
0x1cdc3ad169ba1f79b8740c5b3e6fb08f8dd3c974,-0.10,1,0,1,0.00,-,-
0x90b50834089417e20eee9a19f8440abcbc83ad4a,-0.10,1,0,1,0.00,daily,0.32
0xe76b2b581fbbe489b23faccaeca1387ade0ae02a,-0.10,1,0,1,0.00,-,-
0xa4b2707f12e7b451b99c2c61bbc92328f5401c67,-0.10,1,0,1,0.00,15min,0.40
0x351a52a7a12df76b54f652d89d322bba400d3bc7,-0.10,1,0,1,0.00,hourly,0.82
0xb15fcc12f4bff2a880f642a1ab6e8c360f237dee,-0.10,1,0,1,0.00,-,-
0x6fe92865b911ad0ef0b211354a6149d301379c50,-0.10,1,0,1,0.00,daily,0.36
0x6c82c87d030fdb221042328ee4a1edd00a756150,-0.10,1,0,1,0.00,-,-
0x87256d0406f876184a66cc158415903bb242eb10,-0.10,1,0,1,0.00,daily,0.11
0xbedd393d5ea60cc8483999b9d96d8893fe0e45b4,-0.10,1,0,1,0.00,15min,0.43
0x760e269a025593fa3dc3f968fbc0381fa2ef13d1,-0.10,1,0,1,0.00,-,-
0x48e3b16b71bd38572e57ec84393b829a8d3789ad,-0.10,1,0,1,0.00,-,-
0x6b843ff7a87fe1f81336b360b6843d060356de18,-0.11,1,0,1,0.00,-,-
0x108a90c56623c4f350e72c7e8244f7b66606517a,-0.11,2,0,2,0.00,-,-
0x71f8ef0733e667bf4400c40720372f2912a5280c,-0.11,1,0,1,0.00,-,-
0xdc3e8b5187ca5da0b0c273c4d5b189ee03a12832,-0.11,2,0,2,0.00,-,-
0x383c072a87bf0a810ea065d6bc93d794f649d1b8,-0.11,3,0,3,0.00,15min,0.18
0xbb13d6db6a049f4049ad73d749a3c6b49645d2a6,-0.11,1,0,1,0.00,-,-
0xb1be80962fd21ad85e2341af4a9cdc9fb80eb17e,-0.11,1,0,1,0.00,15min,0.38
0x58f4cc61478f5791472349db45593d812820764e,-0.11,1,0,1,0.00,-,-
0x56aaeb8cc8a6d120756ab4b4c69b323be666a8cb,-0.11,1,0,1,0.00,-,-
0xd2350bf7665dc5ba06d6b136568ec97ca2226eeb,-0.11,1,0,1,0.00,-,-
0xa77d008e569d17e85ad0865bd2b70a78d5c78ce8,-0.11,1,0,1,0.00,-,-
0x13f9575a1320ae65e30b60e2aa397ef923793ab4,-0.11,1,0,1,0.00,-,-
0xc994b276cfce8fa2fac66d6012f672ddba0beb24,-0.11,1,0,1,0.00,15min,0.33
0x9076973fbeebb92c54204a364556b434f39346ce,-0.12,2,0,2,0.00,-,-
0x7280905079c55c4017e7d718046846ba7c9dfbd1,-0.12,3,0,2,0.00,daily,0.13
0x665de5a236aca52ca780870c16a9def5b9875bd3,-0.12,1,0,1,0.00,-,-
0x9077c8f327447b3eb0963c266a4138b3769d9c3f,-0.12,1,0,1,0.00,-,-
0x9ddd2a24c2055736dead58efff74469765daccbd,-0.12,1,0,1,0.00,-,-
0x365f171df1c1c3b94eb25236b83ea2820057e1d0,-0.12,4,0,4,0.00,-,-
0x19e7861d2d5817ecae1de10c4b92ae7a91d1e762,-0.12,3,0,3,0.00,hourly,0.04
0x5f6257c3781ac6b9834de5ec505309bc33a80591,-0.12,4,0,4,0.00,-,-
0xead3e5eaf2653eacd580ba0e49101bcdcdd69446,-0.12,1,0,1,0.00,15min,0.43
0xa74d49247ed780a988b0a4d135cfb64a9c8f734c,-0.12,1,0,1,0.00,-,-
0xb1efb05a284c0c75cee463feedb621de45649fad,-0.12,1,0,1,0.00,-,-
0x74646bbdbf7e4c7811bc0fb01b53b4f3244f71cf,-0.12,2,0,2,0.00,daily,0.00
0x024fc6277c0ed79be2b044097b48d350b1635857,-0.12,1,0,1,0.00,-,-
0xbddec5bcbc8f6e3194f1158e273ed3aac599af48,-0.12,1,0,1,0.00,daily,0.23
0xfbe2d2ce3d95ba8c253042b04825e174fc03b34b,-0.12,2,0,2,0.00,monthly,0.40
0x79ac4521acabdc1d494da027f8e797fd4af59c87,-0.12,1,0,1,0.00,daily,0.75
0x8ed1b82ec45cacd26ba2d0c48a55cd21b70af5c1,-0.13,1,0,1,0.00,-,-
0x1d94920103c9a6f49060146d17548df32feaf692,-0.13,1,0,1,0.00,-,-
0xafaceac6cdc7f985ae4431faba1a759a66558e76,-0.13,1,0,1,0.00,-,-
0x6760bd0aa9e5413e872c073d89b79751d69f3ad4,-0.13,2,0,2,0.00,daily,0.35
0xd2e0c1f57275b13ba30ae79fe610a896cf8d4983,-0.13,1,0,1,0.00,-,-
0x7eaeb85e769f7ec75e60029a44b8a630b0c4dc7a,-0.13,1,0,1,0.00,15min,0.81
0x409c692a7cee369b776bc3f2201db2700e0bbfa7,-0.13,1,0,1,0.00,-,-
0x12f4f8d8260e5431e0ae7c0dc348d7a9b6ac77c2,-0.13,1,0,1,0.00,-,-
0x81ab912073cf119b5f9706cb94f854e30d1e5a2f,-0.13,1,0,1,0.00,15min,0.24
0xce3e00afeedeb4b5f988d3052c6a84aa14102f24,-0.13,1,0,1,0.00,-,-
0x5f225db6db08b76365ad0f180bc0d2b2bf4e55f7,-0.14,1,0,1,0.00,-,-
0x0e2805198d3c63169fb612bd329ea4c4ea6bdf76,-0.14,1,0,1,0.00,-,-
0x27b10e0791527b703a9f73c5c90a87c1d0be592b,-0.14,2,0,2,0.00,-,-
0xcf2dafab82ef09a18fbd90580b79d540b486e660,-0.14,2,0,2,0.00,-,-
0xefccee68850bd45169fb5a2933432345782094f7,-0.14,1,0,1,0.00,-,-
0xbc6cb5068a1c292b824aab663575e581693f48cf,-0.14,3,0,3,0.00,daily,0.00
0x5fa103934f02cfadf46753bd9da91766f6885747,-0.14,1,0,1,0.00,-,-
0x728c132ed2c10f413596e170699322b1edd61b78,-0.14,1,0,1,0.00,hourly,0.55
0x9a869d7d29e39be40f1be5d695eb719439d215e1,-0.14,1,0,1,0.00,15min,0.46
0xdfbb70967d8a0f3de2ff609fed137c2e5e473b4b,-0.14,1,0,1,0.00,-,-
0xb47e500ad828fca05c6bb222b096a47399248a93,-0.14,1,0,1,0.00,-,-
0xffdec56356499e7bb8b4b0f20004bf83367fad1d,-0.14,1,0,1,0.00,-,-
0xe050a5e2b8d1f7543aa3d9f19dca3cae50daaf1c,-0.15,1,0,1,0.00,-,-
0xabe50375a4064c5d5e0be39063082e8eef144097,-0.15,5,0,5,0.00,-,-
0x31d88b346384570775dcaee8941f35fccf36a9ce,-0.15,1,0,1,0.00,-,-
0x9bfa87f9291bcf762f600216a3d5f289acb65704,-0.15,1,0,1,0.00,-,-
0x2f4b90a52b00c206223faf59926c30d68f3769de,-0.15,2,0,1,0.00,daily,0.36
0x5c68723a64177c7b14125a5d0c01e1870216c9b3,-0.15,1,0,1,0.00,-,-
0xbf69af4abdeee17a5a9c4a9993b6a5e98dfd4fa2,-0.15,1,0,1,0.00,daily,0.00
0x3a4075df6dfd3cbd563fbbc26a60309f3216afaa,-0.15,1,0,1,0.00,-,-
0x1036f1b774bdbe7166df26eeef3a0a80e6e7fb48,-0.15,1,0,1,0.00,-,-
0x0b3f5d59717a2a2458673b21af2ea9779a0e3ba3,-0.15,1,0,1,0.00,-,-
0xa9650fe4301f45e7f090ada7252f9c1268183565,-0.15,3,0,3,0.00,-,-
0x60df9c360292101d5e11d1b291d72ed081687092,-0.16,1,0,1,0.00,daily,0.83
0x5ef0ec3980ce775cba0605b4c4949b715fd67ade,-0.16,1,0,1,0.00,daily,0.45
0xf67dc437d5a78da8d3caffed34453cfddc2480cb,-0.16,2,0,2,0.00,-,-
0x49789f8de21230b95faba884624b285974dfbf2a,-0.16,1,0,1,0.00,daily,0.64
0x07f9e0c601f65617a8afdac58fcf5b119289f5fc,-0.16,1,0,1,0.00,-,-
0xf42c50e192a9765885a7dfff25d648609c5f786b,-0.16,1,0,1,0.00,-,-
0x74d6255d71f377e2d6cd81e68ff8e9b6ca483b10,-0.16,1,0,1,0.00,-,-
0x6fcb3099aa1b7349a7ab341eade7740bb18b8409,-0.16,1,0,1,0.00,-,-
0x34ca01768bbd1441b00e049dd97b543826539de7,-0.17,1,0,1,0.00,-,-
0x87aed0aa204ffccb809d520b1685bf5d4a14811b,-0.17,1,0,1,0.00,-,-
0xb5e905ad4e112de9bd5ff467e43c98c17002eadf,-0.17,1,0,1,0.00,-,-
0x0d51cff984e42ec744c5fd2c6e794da90408d0f0,-0.17,1,0,1,0.00,-,-
0x5391dd07e6edd54fa0808907c771cf77ec13e9fd,-0.17,1,0,1,0.00,15min,0.64
0x98e9dcc0fe4cc9d91dcd8d46ad6d87a410078dbe,-0.17,1,0,1,0.00,-,-
0x8b3325a8551923edee96b9294357bfbd42d96778,-0.17,1,0,1,0.00,-,-
0x599532092363250975ebabda61c526fc47e53385,-0.18,1,0,1,0.00,daily,0.78
0xdf2d6c18c7b2f2d6cbbd670e456c3cd7dbde54cf,-0.18,1,0,1,0.00,-,-
0x294282a504f1e061112c25588b8c49fb6ae7a018,-0.18,2,0,1,0.00,-,-
0xa9b14a62e20202d8f097e95ca8585ab7291d242f,-0.18,2,0,2,0.00,-,-
0x3f0959c49ebd95398793e876b2a4beef52bd2fb3,-0.18,1,0,1,0.00,15min,0.18
0x3a91dcb1a08867eafe1e54699138a30d9ba31769,-0.18,1,0,1,0.00,daily,0.58
0x15573b8cd13995e72d4f4b0e4ca79f8e85ca04af,-0.18,1,0,1,0.00,-,-
0x67f2e4f76fe329f87a05a23ddaff1a6c0163cfb8,-0.18,1,0,1,0.00,15min,0.47
0xc43dad06ef9d6cea67a154c5967219cb788b8928,-0.19,1,0,1,0.00,-,-
0x04ab14a79f9c44f82ad3c7bfa1ac06041cc8dd76,-0.19,1,0,1,0.00,-,-
0xcc4654b3d8b5ae71ec8d7129be8625e0adb2ffb7,-0.19,2,1,1,0.50,-,-
0x7d81681b4428796141a4c61e6b5d8aa3fa41259b,-0.19,1,0,1,0.00,-,-
0xb727166b0bda0a36697b7ee4143998f1297d3a75,-0.19,1,0,1,0.00,-,-
0xf452244225428e9b04c9097d1295d149a5d72292,-0.19,2,0,2,0.00,-,-
0xc9b9b7831257d131e1656413283423bafba5f744,-0.19,1,0,1,0.00,-,-
0xd2608134829a5278090d92be7fb506438292b480,-0.19,1,0,1,0.00,-,-
0x0778083ab98c5ab4bbe0b11fac034bd0c31c1276,-0.19,1,0,1,0.00,daily,0.00
0x457fb919886de2ee66c2bca213cb84d25aefcf1d,-0.20,1,0,1,0.00,daily,0.92
0xe4169a1b041775b60fa3ac39a023fff3fe0e5382,-0.20,1,0,1,0.00,-,-
0xf7466a6deff038b914f77eaeb88fffd41310320f,-0.20,1,0,1,0.00,-,-
0x24fc72d5de9f5b48b3a8d730ef957b266d882d72,-0.20,1,0,1,0.00,-,-
0x49341db98d00c870dc2925d36a32369cfe376d71,-0.20,1,0,1,0.00,-,-
0x49604e1338015563bb1144ad95c5bfabe7874f17,-0.20,2,0,2,0.00,-,-
0x2599edefc589536c629b23f0a32b48a9cf0f9218,-0.20,1,0,1,0.00,-,-
0x08917bc6120504fd330934d2ebe3648d9ee77ac0,-0.20,1,0,1,0.00,-,-
0x054be6601ebd00ff07b1a472d121bd76fc78afd5,-0.20,1,0,1,0.00,-,-
0x7c56199b5e3671c908ed24fb4478ffa3fe1981a9,-0.20,1,0,1,0.00,daily,0.17
0x90c5b9e29a58dd0c8635273ee0ab97b166c37636,-0.20,1,0,1,0.00,-,-
0xc8c174b9d8abe9564232b5bd224c68f309b4f7d7,-0.20,3,0,2,0.00,-,-
0x56c421c7062758ee4804e56c894683775770e7d6,-0.20,1,0,1,0.00,-,-
0x8301ba6b12c7872de2966375960ef12d628e3bdc,-0.20,1,0,1,0.00,-,-
0xe937357d6b851c08f258fc0b325fd71dfb06d46a,-0.20,1,0,1,0.00,-,-
0x910d98446a87c9b3da08b2efcbe073475a38b204,-0.20,1,0,1,0.00,hourly,0.25
0x3ea2070061940fcf72e222b6dc9c3723ef4e12d9,-0.20,1,0,1,0.00,-,-
0x6893e8a58bc8f8bf490bc15d558fc667987b65f6,-0.20,1,0,1,0.00,-,-
0x69dbb79ddfe2e8b7482b7d468eeffa124394283a,-0.21,1,0,1,0.00,-,-
0x981c7ea37c09cf15fa77b257d4acff24f1fb5cc7,-0.21,1,0,1,0.00,-,-
0xbf9327eaf310c429643c578b0b683dd58331e5e9,-0.21,1,0,1,0.00,-,-
0x06559152333953ad80ac34128da6911a80a3faf8,-0.21,3,0,3,0.00,daily,0.00
0xd2951e072504ba7afc33630d63f5d7e11b7d0fe6,-0.21,1,0,1,0.00,-,-
0xc955695517cf7577ffe0823659fd92c35f5456ad,-0.21,1,0,1,0.00,hourly,0.10
0xa7fb64e5a738c812f9e8d50803ae96ae3bf55623,-0.21,4,0,4,0.00,-,-
0x111182dc73bb6518ff72b0eaf6924989f6f9d8dc,-0.21,1,0,1,0.00,-,-
0x1a6df901e63422055a1658b0ef2b2a871507cf4a,-0.21,1,0,1,0.00,-,-
0x20c7d555f7da143eb9c37717f0de5bf9fbcfbc23,-0.22,2,0,2,0.00,daily,0.00
0x58c6a211deecb7cc54bd411594be71ccc9e2448a,-0.22,1,0,1,0.00,-,-
0x9cc17719015b9473ce39163b86b0a94dbdd28a17,-0.22,1,0,1,0.00,-,-
0x2c2cd1ff8a92dbebb4c06086eea811bb428a90d4,-0.22,1,0,1,0.00,-,-
0x332629bde3eb6cb30408266cc3b55ce5d6d32d1e,-0.22,2,0,2,0.00,-,-
0xff956ce36d3effa792891c41c1885b83a4f8bc21,-0.22,1,0,1,0.00,15min,0.61
0x8c5b68b3814fffb5fadeea649e2400b28efba790,-0.23,1,0,1,0.00,monthly,0.75
0x6fcc1a5b15809a37ef09d7925abc9e44e6c7f772,-0.23,1,0,1,0.00,15min,0.47
0x8c573be6f79a6207b895eb726c3cf408db50cf0e,-0.23,1,0,1,0.00,hourly,0.50
0xade13ecf94d5be904514226f8cdf948da7ba0493,-0.23,1,0,1,0.00,-,-
0x3dee747909414201e92323089ad6e0ddda5f3d1b,-0.23,1,0,1,0.00,-,-
0x4985b6f6cc27134ea9c2d469c07cdf6f4528dce4,-0.23,1,0,1,0.00,15min,0.39
0x70c48f9afd2499a3fdaec02456555eb3152d980f,-0.23,1,0,1,0.00,daily,0.07
0x50925f09c54a632c248d3127d451d63b0368fccd,-0.24,1,0,1,0.00,-,-
0x86e13703fc4ac0e63d8980a614a02623f93062c8,-0.24,2,0,2,0.00,daily,0.10
0xd7132f851f207199bfbc564962cef623ef3c0943,-0.25,1,0,1,0.00,hourly,0.23
0xb364935a3cf9166d882ce0cec745c169f45df1e3,-0.25,1,0,1,0.00,daily,0.89
0x87e8edd0af3986de9656ce2b81720255a1d55e6e,-0.25,1,0,1,0.00,-,-
0x5e04611e0b84d81eb3e7ed208c86acff341c7f21,-0.25,1,0,1,0.00,hourly,0.40
0x0ff7387793131fd893a66498daccd386d0543a9d,-0.25,2,0,2,0.00,-,-
0xb86d9f73e6bd90fb19743b59704ec6bf2d593c53,-0.25,2,0,2,0.00,hourly,0.10
0xb24fd710a4f4d47893faf21bcc8ce180c79c3432,-0.25,1,0,1,0.00,15min,0.65
